Order Date,Customer Name,State,Category,Sub-Category,Product Name,Sales,Quantity,Profit
2024-09-28,Vritika Dube,Rajasthan,Office Supplies,Labels,Shipping Labels,2770.02,5,811.88
2024-06-22,Advika Bhatia,Uttar Pradesh,Office Supplies,Binders,Heavy-Duty Binder,9268.35,5,2497.73
2024-01-21,Rati Jaggi,Karnataka,Office Supplies,Storage,File Cabinet,10454.98,4,2792.03
2024-09-30,Advika Baria,Karnataka,Furniture,Tables,Office Desk,3497.54,2,795.11
2024-02-29,Adah Shah,Delhi,Technology,Laptops,MacBook Air,3426.75,3,990.63
2023-12-18,Anay Bath,West Bengal,Technology,Accessories,Earbuds,13803.47,5,2424.49
2025-03-23,Tarini Samra,Bihar,Furniture,Tables,Study Table,9102.87,5,2557.75
2025-02-05,Kashvi Bahri,Maharashtra,Furniture,Chairs,Executive Chair,7351.74,5,755.04
2024-11-11,Anaya Lad,Uttar Pradesh,Office Supplies,Labels,Address Labels,7952.12,5,2299.46
2024-09-20,Ranbir Chana,Rajasthan,Technology,Accessories,Earbuds,7131.04,3,1584.18
2024-07-09,Myra Talwar,Uttar Pradesh,Furniture,Furnishings,Cushions,4717.24,4,951.3
2024-05-06,Anaya Ghosh,Gujarat,Technology,Copiers,HP ScanJet,3310.71,4,472.22
2023-09-13,Samarth Sampath,Tamil Nadu,Office Supplies,Binders,Heavy-Duty Binder,3152.42,4,511.95
2024-12-13,Shalv Jha,West Bengal,Furniture,Chairs,Executive Chair,17391.95,4,2687.64
2024-04-30,Reyansh Saini,Gujarat,Furniture,Bookcases,Corner Bookrack,7725.97,2,1348.69
2024-02-23,Amani Basu,West Bengal,Office Supplies,Labels,Shipping Labels,1244.98,4,356.45
2025-02-13,Samarth Bhardwaj,Tamil Nadu,Office Supplies,Labels,Address Labels,9469.48,5,593.12
2023-06-24,Drishya Tella,West Bengal,Technology,Laptops,Lenovo ThinkPad,1196.26,5,91.96
2023-11-16,Zain Bala,Gujarat,Furniture,Bookcases,Corner Bookrack,7826.0,4,1175.04
2024-07-15,Misha Shukla,Gujarat,Office Supplies,Storage,File Cabinet,7926.44,5,1161.91
2023-11-29,Tara Bal,Bihar,Technology,Laptops,MacBook Air,3851.46,5,1131.45
2025-06-13,Ira Bhatti,Madhya Pradesh,Technology,Copiers,Canon CopyJet,11471.5,3,1144.45
2024-12-17,Advika Wable,Maharashtra,Office Supplies,Labels,Address Labels,857.77,1,114.31
2024-10-25,Gatik Atwal,Karnataka,Technology,Laptops,Lenovo ThinkPad,22435.16,5,1905.76
2024-02-20,Rhea Buch,Rajasthan,Office Supplies,Art,Paint Brush,18743.66,5,2339.37
2023-09-04,Ishita Jani,Bihar,Technology,Laptops,Lenovo ThinkPad,7438.45,3,402.86
2023-09-23,Farhan Kashyap,Bihar,Technology,Phones,Realme GT,12073.27,3,2792.92
2024-02-05,Charvi Sehgal,West Bengal,Office Supplies,Binders,Heavy-Duty Binder,14863.23,5,3423.75
2024-07-02,Zeeshan Tiwari,Madhya Pradesh,Office Supplies,Labels,Address Labels,19590.55,5,2841.56
2024-08-25,Nirvaan Kari,Bihar,Office Supplies,Paper,A4 Paper 500 sheets,1115.76,1,178.81
2025-06-09,Veer Chandran,Tamil Nadu,Technology,Accessories,Wireless Charger,10434.93,4,2116.93
2025-02-13,Darshit Devi,Madhya Pradesh,Technology,Phones,Samsung Galaxy S22,5784.51,2,1732.64
2024-07-22,Shlok Subramaniam,Gujarat,Technology,Laptops,Lenovo ThinkPad,4812.77,2,882.09
2025-01-07,Aarav Dhaliwal,West Bengal,Office Supplies,Art,Sketch Pen Set,12620.32,5,3651.49
2024-11-17,Khushi Mann,Tamil Nadu,Technology,Laptops,MacBook Air,11704.91,3,2647.95
2024-08-15,Indrajit Kapoor,Uttar Pradesh,Office Supplies,Labels,Shipping Labels,8671.02,3,2459.29
2024-08-25,Shray Ganesan,Delhi,Office Supplies,Art,Canvas Pad,17238.93,5,2498.33
2025-04-29,Amani Dyal,West Bengal,Technology,Copiers,Xerox Pro,1580.63,1,361.23
2024-09-10,Rasha Dar,West Bengal,Technology,Machines,Binding Machine,4908.55,4,1261.44
2025-02-15,Mehul Varty,Karnataka,Technology,Laptops,MacBook Air,3155.25,1,620.66
2025-01-22,Azad Dutt,Tamil Nadu,Furniture,Chairs,Mesh Back Chair,680.95,1,90.28
2024-04-15,Renee Tak,Maharashtra,Technology,Phones,Samsung Galaxy S22,24469.86,5,2189.69
2025-03-22,Nitara Sule,Tamil Nadu,Office Supplies,Labels,Shipping Labels,5224.81,3,1104.91
2023-09-30,Bhamini Badami,Maharashtra,Furniture,Tables,Adjustable Table,4411.7,2,1144.4
2025-04-10,Divyansh Vohra,Karnataka,Furniture,Furnishings,Cushions,13225.1,3,691.89
2025-05-31,Divyansh Lall,Gujarat,Office Supplies,Storage,File Cabinet,7142.63,3,1502.3
2023-10-13,Abram Sen,Madhya Pradesh,Office Supplies,Labels,Address Labels,6038.47,4,1522.92
2023-08-21,Neysa Brahmbhatt,Uttar Pradesh,Technology,Accessories,Earbuds,10947.81,3,585.94
2024-03-12,Vardaniya Deo,Tamil Nadu,Technology,Copiers,HP ScanJet,6265.16,2,1313.69
2025-04-15,Nehmat Baria,Gujarat,Technology,Machines,Binding Machine,2124.0,1,156.85
2024-08-11,Pari Varughese,Tamil Nadu,Furniture,Furnishings,Cushions,1451.77,1,158.07
2025-01-02,Samar Rattan,Bihar,Technology,Copiers,Canon CopyJet,1274.46,5,272.0
2024-10-15,Hrishita Badami,Delhi,Office Supplies,Paper,A4 Paper 500 sheets,6690.68,4,1012.66
2024-12-06,Miraan Raval,Delhi,Office Supplies,Art,Sketch Pen Set,5892.63,3,619.98
2023-09-02,Manikya Shenoy,Uttar Pradesh,Furniture,Furnishings,Curtains,9967.0,5,2247.41
2024-10-28,Divyansh Sidhu,Tamil Nadu,Technology,Laptops,Dell Inspiron,21955.24,5,1547.13
2024-12-14,Ahana  Chacko,Delhi,Technology,Laptops,MacBook Air,3693.01,5,949.82
2024-03-01,Aniruddh Bajaj,Madhya Pradesh,Office Supplies,Paper,Photo Paper,1979.56,2,521.85
2024-04-10,Ritvik Gola,Bihar,Technology,Phones,Samsung Galaxy S22,2546.08,4,452.17
2024-08-09,Hunar Das,Madhya Pradesh,Furniture,Furnishings,Curtains,9570.53,4,616.67
2025-02-28,Jivika Sanghvi,Maharashtra,Technology,Copiers,HP ScanJet,5685.58,4,288.57
2023-08-24,Jayan Chahal,Rajasthan,Furniture,Chairs,Executive Chair,10685.54,3,1979.93
2023-12-28,Miraya Sanghvi,Maharashtra,Furniture,Chairs,Ergo Chair,6487.68,3,1571.6
2023-12-21,Keya Bora,Rajasthan,Office Supplies,Labels,Shipping Labels,17496.71,4,4841.2
2024-06-14,Navya Datta,Gujarat,Technology,Phones,Samsung Galaxy S22,1056.67,1,194.76
2025-05-22,Nitya Agrawal,Tamil Nadu,Office Supplies,Paper,Photo Paper,3829.66,1,1128.3
2024-08-21,Reyansh Sandhu,Madhya Pradesh,Technology,Laptops,Lenovo ThinkPad,16608.52,4,1858.13
2024-03-18,Devansh Kant,Tamil Nadu,Technology,Accessories,Wireless Charger,354.64,1,76.27
2024-12-11,Navya Kala,Tamil Nadu,Office Supplies,Binders,White Binder,684.3,1,39.96
2024-02-13,Amani Uppal,Maharashtra,Office Supplies,Binders,White Binder,9228.09,4,1706.64
2024-07-03,Veer Varkey,West Bengal,Furniture,Tables,Adjustable Table,8231.55,2,1916.96
2024-09-10,Miraan Halder,Tamil Nadu,Technology,Laptops,MacBook Air,13218.12,3,3918.17
2024-12-18,Kashvi Divan,West Bengal,Office Supplies,Paper,Legal Paper,1477.79,3,424.32
2024-11-16,Akarsh Thakkar,Rajasthan,Office Supplies,Paper,Photo Paper,12894.9,5,3779.14
2024-09-05,Raghav Agrawal,Rajasthan,Office Supplies,Labels,Shipping Labels,3664.98,4,528.18
2024-07-13,Mahika Sharma,Tamil Nadu,Office Supplies,Labels,Address Labels,12948.59,3,1114.72
2023-12-19,Urvi Sura,Rajasthan,Technology,Phones,Realme GT,13719.8,5,2018.25
2023-11-18,Madhup Ravi,Delhi,Technology,Accessories,Wireless Charger,17064.96,4,1247.72
2025-01-03,Parinaaz Shroff,West Bengal,Office Supplies,Paper,A4 Paper 500 sheets,13734.5,4,2756.93
2025-05-25,Mishti Bava,Madhya Pradesh,Furniture,Tables,Adjustable Table,5002.18,2,1337.43
2024-05-31,Sahil Subramaniam,Tamil Nadu,Technology,Copiers,Xerox Pro,9635.94,2,764.41
2025-01-12,Kavya Gopal,Bihar,Technology,Accessories,Earbuds,4207.67,2,462.14
2024-03-03,Divij Divan,Uttar Pradesh,Technology,Copiers,Canon CopyJet,16569.31,5,2106.05
2023-10-04,Jayant Chaudhry,Uttar Pradesh,Technology,Laptops,Lenovo ThinkPad,4053.52,1,934.76
2025-06-02,Eva Krishna,Gujarat,Technology,Accessories,Wireless Charger,1677.74,4,446.31
2025-06-02,Ivan Dave,West Bengal,Office Supplies,Paper,A4 Paper 500 sheets,23434.2,5,4564.65
2025-01-23,Zara Divan,Tamil Nadu,Technology,Copiers,Xerox Pro,3912.27,3,752.91
2024-06-21,Zaina Bhandari,Gujarat,Furniture,Furnishings,Table Mats,11592.39,3,1995.69
2023-12-16,Hridaan Shroff,Karnataka,Office Supplies,Labels,Shipping Labels,3037.43,3,698.85
2024-04-03,Zaina Mallick,Maharashtra,Technology,Accessories,Earbuds,1811.77,5,474.09
2023-07-04,Vritika Hora,Rajasthan,Office Supplies,Binders,White Binder,8488.43,2,915.55
2024-06-11,Heer Bhatia,Tamil Nadu,Office Supplies,Paper,A4 Paper 500 sheets,11944.23,5,777.72
2024-11-27,Pari Shere,Uttar Pradesh,Office Supplies,Storage,Plastic Organizer,231.74,1,43.55
2025-03-23,Keya Halder,Madhya Pradesh,Furniture,Chairs,Recliner,846.85,3,214.5
2023-12-22,Emir Sandal,Delhi,Office Supplies,Labels,Address Labels,2717.05,1,299.53
2025-05-10,Anay Rao,Gujarat,Office Supplies,Storage,Plastic Organizer,12047.08,3,840.34
2024-11-08,Manjari Choudhry,Tamil Nadu,Technology,Machines,Binding Machine,3279.76,2,842.95
2024-06-18,Myra Tata,Rajasthan,Furniture,Chairs,Executive Chair,8041.66,4,1359.05
2023-09-22,Nehmat Jayaraman,Delhi,Office Supplies,Binders,White Binder,17030.33,4,3597.26
2024-02-15,Azad Bahl,Madhya Pradesh,Technology,Laptops,HP Pavilion,1302.88,1,358.71
2023-12-23,Farhan Bava,West Bengal,Office Supplies,Storage,Plastic Organizer,4635.96,1,1025.04
2024-04-07,Vidur Karan,Karnataka,Technology,Laptops,HP Pavilion,825.48,3,84.03
2025-01-08,Khushi Sharaf,West Bengal,Furniture,Furnishings,Curtains,5814.0,2,1114.39
2023-09-08,Zeeshan Sagar,Rajasthan,Technology,Laptops,MacBook Air,7988.78,2,1776.13
2025-06-22,Mannat Jani,Delhi,Furniture,Bookcases,Wooden Bookcase,5257.16,4,362.77
2024-04-06,Arhaan Sant,Rajasthan,Office Supplies,Storage,Storage Box,1026.61,3,121.48
2023-12-24,Ahana  Kapadia,Gujarat,Technology,Machines,Lamination Machine,23587.43,5,3725.92
2024-04-04,Divyansh Sankar,Rajasthan,Office Supplies,Storage,Storage Box,3906.4,1,483.79
2024-01-24,Biju Issac,West Bengal,Furniture,Chairs,Executive Chair,4048.0,2,995.7
2025-03-25,Gatik Vala,Gujarat,Furniture,Furnishings,Cushions,639.3,1,182.67
2023-12-05,Divij Saini,Delhi,Technology,Copiers,Canon CopyJet,1238.05,2,195.3
2024-03-09,Badal Srivastava,Rajasthan,Office Supplies,Storage,Storage Box,326.06,1,45.15
2024-09-04,Gokul Srivastava,Maharashtra,Furniture,Bookcases,Metal Shelf,6558.87,3,1605.56
2025-02-07,Darshit Thakkar,Bihar,Office Supplies,Storage,File Cabinet,5069.99,5,736.08
2025-03-16,Khushi Chokshi,West Bengal,Furniture,Bookcases,Metal Shelf,3601.95,4,330.67
2023-10-16,Shalv Soman,Uttar Pradesh,Technology,Machines,Shredder,1933.4,1,553.06
2023-10-14,Raghav Varughese,Uttar Pradesh,Office Supplies,Labels,Address Labels,850.35,1,43.96
2025-03-05,Hrishita Dass,Rajasthan,Technology,Copiers,HP ScanJet,6939.21,3,1093.99
2025-04-26,Faiyaz Sahota,West Bengal,Office Supplies,Storage,File Cabinet,9286.24,3,2078.47
2024-03-28,Hansh Amble,Rajasthan,Technology,Copiers,Xerox Pro,4796.85,3,1073.24
2023-07-06,Khushi Edwin,Gujarat,Technology,Laptops,Dell Inspiron,6181.76,4,1523.6
2023-09-30,Prerak Bal,Bihar,Technology,Phones,Samsung Galaxy S22,5318.25,5,1286.51
2025-01-23,Eshani Bhandari,Tamil Nadu,Furniture,Furnishings,Table Mats,16115.56,4,4154.92
2025-02-17,Anika Kapur,Uttar Pradesh,Furniture,Furnishings,Table Mats,6480.03,2,716.08
2023-09-16,Drishya Rajagopalan,Rajasthan,Office Supplies,Paper,Photo Paper,2220.13,4,660.88
2024-10-13,Damini Choudhry,Madhya Pradesh,Technology,Laptops,Lenovo ThinkPad,23163.9,5,6194.22
2025-05-29,Samiha Srinivasan,Gujarat,Technology,Laptops,HP Pavilion,15251.68,5,4249.12
2023-07-18,Amira Rout,Gujarat,Furniture,Tables,Adjustable Table,6611.2,2,403.77
2024-04-30,Anvi Vaidya,Rajasthan,Office Supplies,Labels,Shipping Labels,250.63,1,28.74
2024-07-08,Piya Bhagat,Bihar,Office Supplies,Storage,Storage Box,6304.76,5,904.92
2023-08-25,Devansh Yogi,Gujarat,Technology,Laptops,Dell Inspiron,2517.3,1,311.79
2023-08-14,Mahika Borah,Gujarat,Furniture,Chairs,Mesh Back Chair,5540.16,3,1363.25
2024-10-27,Raghav Ratta,Uttar Pradesh,Office Supplies,Labels,Shipping Labels,2303.2,1,516.36
2024-08-09,Vaibhav Raju,Maharashtra,Technology,Phones,OnePlus Nord,308.41,1,41.87
2024-10-06,Amani Krishnan,Tamil Nadu,Furniture,Tables,Adjustable Table,5186.88,5,467.0
2024-12-20,Divyansh Sundaram,Tamil Nadu,Office Supplies,Labels,Shipping Labels,12891.4,4,1245.27
2025-05-05,Neysa Sachdev,Maharashtra,Office Supplies,Labels,Shipping Labels,22194.34,5,3604.22
2025-05-13,Adah Kara,Tamil Nadu,Technology,Machines,Lamination Machine,3072.11,2,694.11
2025-03-27,Zain Gara,Gujarat,Furniture,Chairs,Mesh Back Chair,3437.87,3,269.83
2025-01-10,Yakshit Johal,Bihar,Office Supplies,Labels,Shipping Labels,12537.12,4,2466.69
2024-02-21,Saksham Kala,Bihar,Technology,Copiers,Canon CopyJet,8211.89,2,1859.97
2024-12-08,Umang Bose,Karnataka,Technology,Laptops,HP Pavilion,2297.21,3,290.24
2025-03-31,Darshit Bath,Karnataka,Furniture,Bookcases,Corner Bookrack,10323.12,5,2055.4
2023-09-07,Divij Kalita,Karnataka,Office Supplies,Labels,Shipping Labels,13001.63,4,2904.02
2024-08-29,Zoya Bhattacharyya,Karnataka,Office Supplies,Paper,Photo Paper,6345.63,4,614.1
2024-09-02,Khushi Mand,Gujarat,Technology,Laptops,HP Pavilion,2526.12,1,249.54
2024-05-08,Oorja Bhat,Rajasthan,Technology,Laptops,Lenovo ThinkPad,8780.1,4,2282.59
2024-05-17,Nitya Sheth,Bihar,Technology,Accessories,Phone Cover,4020.23,1,422.66
2024-02-21,Reyansh Rama,Madhya Pradesh,Furniture,Bookcases,Wooden Bookcase,3022.21,3,496.64
2024-07-22,Ehsaan Mani,Bihar,Office Supplies,Labels,Address Labels,1485.87,1,276.04
2024-07-02,Indrans Saha,Uttar Pradesh,Technology,Laptops,HP Pavilion,6245.01,5,976.02
2025-04-10,Emir Gill,Maharashtra,Office Supplies,Paper,Legal Paper,5846.05,4,1552.42
2024-01-26,Farhan Singh,Tamil Nadu,Furniture,Furnishings,Curtains,8182.75,2,1611.85
2025-04-10,Zara Kala,Karnataka,Technology,Laptops,Lenovo ThinkPad,4341.64,5,441.35
2025-03-29,Mahika Saha,Madhya Pradesh,Furniture,Chairs,Recliner,9194.75,3,846.78
2024-01-22,Aniruddh Chana,Bihar,Office Supplies,Art,Canvas Pad,14314.52,3,2556.63
2023-06-28,Shayak Gill,Rajasthan,Office Supplies,Binders,White Binder,4963.93,1,1324.19
2024-11-15,Hridaan Mandal,Karnataka,Furniture,Tables,Study Table,12530.14,3,3011.85
2025-01-19,Darshit Bobal,Karnataka,Office Supplies,Labels,Shipping Labels,16177.65,5,3348.02
2024-08-09,Divij Shenoy,Delhi,Technology,Machines,Lamination Machine,10699.78,4,1279.23
2024-06-10,Uthkarsh Kadakia,Gujarat,Technology,Machines,Shredder,1059.35,5,257.99
2024-02-21,Indranil Goyal,Gujarat,Office Supplies,Binders,Heavy-Duty Binder,4019.25,1,600.59
2024-09-29,Urvi Mander,West Bengal,Technology,Accessories,Wireless Charger,12528.15,3,1684.27
2023-10-24,Baiju Brahmbhatt,Uttar Pradesh,Office Supplies,Paper,Photo Paper,13475.83,3,3241.79
2024-01-21,Pari Baria,Maharashtra,Furniture,Chairs,Ergo Chair,4661.28,1,417.17
2024-07-05,Nitara Kala,Tamil Nadu,Technology,Phones,Realme GT,8868.62,2,1112.71
2023-12-08,Zeeshan Deshpande,West Bengal,Technology,Phones,OnePlus Nord,1984.85,1,547.72
2023-09-18,Shray Kale,West Bengal,Furniture,Chairs,Ergo Chair,4520.62,2,329.1
2024-09-26,Parinaaz Sane,Uttar Pradesh,Furniture,Chairs,Mesh Back Chair,836.96,1,89.18
2024-02-18,Eshani Sama,Maharashtra,Office Supplies,Labels,Address Labels,12366.37,3,3673.29
2024-10-01,Madhup Hora,Delhi,Technology,Accessories,Wireless Charger,4077.47,2,948.79
2024-02-13,Aarush Chaudry,Gujarat,Furniture,Chairs,Recliner,2574.66,3,626.58
2025-02-06,Tiya Biswas,Madhya Pradesh,Furniture,Tables,Study Table,1203.39,5,255.73
2023-09-25,Riaan Gade,Tamil Nadu,Technology,Copiers,HP ScanJet,9230.98,2,1883.3
2024-05-23,Charvi Shenoy,Delhi,Technology,Accessories,Phone Cover,7623.48,2,1504.83
2024-08-10,Hansh Gupta,Gujarat,Technology,Copiers,Canon CopyJet,2778.75,2,586.75
2025-04-01,Damini Mammen,Maharashtra,Furniture,Bookcases,Corner Bookrack,3558.42,3,717.85
2025-04-23,Devansh Issac,Maharashtra,Furniture,Furnishings,Cushions,5150.92,2,402.73
2024-06-15,Adira Andra,Madhya Pradesh,Technology,Laptops,HP Pavilion,4937.04,1,1399.56
2024-05-22,Saksham Mani,Rajasthan,Furniture,Furnishings,Table Mats,8467.53,3,789.11
2024-05-13,Rhea Reddy,Bihar,Technology,Phones,iPhone 14,266.21,1,27.67
2023-07-10,Farhan Jain,West Bengal,Furniture,Furnishings,Table Mats,19410.64,5,3026.0
2024-10-16,Jayan Suresh,West Bengal,Technology,Phones,Samsung Galaxy S22,1687.55,1,300.09
2023-08-31,Prisha Golla,Gujarat,Furniture,Tables,Adjustable Table,12059.59,4,2904.02
2024-05-27,Emir Dara,Rajasthan,Office Supplies,Binders,Heavy-Duty Binder,955.9,2,68.4
2024-04-26,Eshani Baral,Bihar,Technology,Phones,Realme GT,2320.69,5,502.48
2023-12-13,Shanaya Gara,Maharashtra,Office Supplies,Paper,A4 Paper 500 sheets,7134.4,2,648.93
2023-08-22,Vanya Chad,Karnataka,Technology,Laptops,MacBook Air,2427.8,3,595.49
2023-11-21,Eva Kumer,Gujarat,Technology,Phones,iPhone 14,6022.03,4,397.26
2025-03-21,Stuvan Seth,Delhi,Office Supplies,Storage,Storage Box,9539.8,4,1335.87
2023-10-15,Miraan Behl,Gujarat,Technology,Laptops,Dell Inspiron,2849.11,2,215.75
2024-10-03,Kiaan Chadha,Madhya Pradesh,Office Supplies,Binders,White Binder,411.38,1,109.32
2024-11-14,Tara Sibal,Gujarat,Furniture,Chairs,Ergo Chair,18468.35,4,1749.7
2024-10-23,Jayesh Som,Gujarat,Furniture,Furnishings,Curtains,4396.06,2,1011.41
2024-09-03,Anahi Shroff,Delhi,Technology,Phones,OnePlus Nord,17159.82,5,1083.95
2024-09-04,Pihu Wadhwa,Delhi,Furniture,Chairs,Ergo Chair,17427.82,4,4241.62
2023-10-19,Mishti Dugar,Madhya Pradesh,Technology,Copiers,Xerox Pro,953.01,4,95.46
2024-06-01,Darshit Keer,Bihar,Office Supplies,Art,Sketch Pen Set,4853.7,2,960.66
2024-09-25,Yashvi Devan,Madhya Pradesh,Technology,Accessories,Earbuds,1845.44,2,522.44
2023-08-20,Sumer Kulkarni,Gujarat,Furniture,Tables,Adjustable Table,4764.75,1,239.98
2023-07-23,Anahi Kara,Delhi,Office Supplies,Labels,Shipping Labels,5486.22,2,600.97
2024-02-01,Tushar Thakur,West Bengal,Technology,Phones,Samsung Galaxy S22,410.72,1,44.3
2025-04-18,Neelofar Venkatesh,Uttar Pradesh,Office Supplies,Labels,Shipping Labels,2987.7,1,526.9
2024-07-21,Mannat Rajan,Bihar,Office Supplies,Labels,Address Labels,2494.79,5,537.9
2024-08-27,Anahi Mannan,West Bengal,Furniture,Tables,Office Desk,13935.0,3,2065.7
2024-09-10,Alisha Tailor,Uttar Pradesh,Office Supplies,Art,Canvas Pad,3964.0,3,1133.26
2024-06-27,Samarth Ramakrishnan,Delhi,Furniture,Chairs,Mesh Back Chair,4715.84,2,606.02
2023-09-12,Biju Kar,Uttar Pradesh,Furniture,Bookcases,Wooden Bookcase,7272.19,3,1913.46
2024-07-19,Riya Basak,West Bengal,Furniture,Tables,Adjustable Table,1967.92,5,509.65
2024-12-24,Arnav Dasgupta,Tamil Nadu,Technology,Accessories,Phone Cover,6305.92,3,392.47
2024-08-03,Advika Lala,Maharashtra,Technology,Copiers,Xerox Pro,17208.35,4,3252.18
2025-06-05,Tejas Grewal,Uttar Pradesh,Office Supplies,Paper,A4 Paper 500 sheets,4058.7,1,344.78
2025-02-14,Vidur Jayaraman,Karnataka,Furniture,Chairs,Mesh Back Chair,8307.26,2,1188.44
2023-08-03,Parinaaz Ram,Delhi,Office Supplies,Binders,Heavy-Duty Binder,4986.37,1,495.83
2023-09-05,Chirag Gala,Delhi,Office Supplies,Labels,Address Labels,2364.4,3,675.2
2025-01-06,Raunak Date,Rajasthan,Furniture,Tables,Adjustable Table,10325.63,4,1504.26
2024-09-18,Shamik Baria,Tamil Nadu,Technology,Accessories,Wireless Charger,3039.82,2,490.94
2024-11-14,Stuvan Dubey,West Bengal,Furniture,Chairs,Mesh Back Chair,8710.25,4,1634.67
2024-12-25,Hansh Rajan,Rajasthan,Furniture,Chairs,Recliner,4424.65,2,932.11
2024-04-11,Sahil Mammen,Madhya Pradesh,Office Supplies,Paper,Photo Paper,4949.14,1,1214.91
2024-12-20,Gokul Sampath,Uttar Pradesh,Technology,Machines,Binding Machine,13742.55,3,2413.17
2024-05-17,Neelofar Sampath,Maharashtra,Technology,Copiers,Xerox Pro,9198.48,3,527.31
2024-02-18,Advik Golla,Madhya Pradesh,Technology,Phones,Realme GT,11642.53,3,3491.61
2025-02-08,Lakshit Garde,Tamil Nadu,Furniture,Chairs,Mesh Back Chair,8285.13,3,2053.13
2023-10-08,Kartik Chowdhury,Bihar,Office Supplies,Binders,White Binder,7612.25,4,1977.7
2025-04-09,Dhanuk Divan,Bihar,Furniture,Tables,Study Table,12209.43,3,2739.88
2024-08-16,Dishani Solanki,Bihar,Office Supplies,Binders,Heavy-Duty Binder,4410.45,5,1266.21
2025-05-04,Nitara Ganguly,Karnataka,Technology,Laptops,MacBook Air,1528.9,4,97.91
2023-10-21,Kimaya Guha,Madhya Pradesh,Office Supplies,Paper,A4 Paper 500 sheets,813.12,4,227.25
2024-12-13,Jivin Thakur,Karnataka,Furniture,Tables,Office Desk,1457.61,3,126.71
2023-07-27,Saira Kanda,Madhya Pradesh,Office Supplies,Paper,A4 Paper 500 sheets,14432.05,3,2069.52
2025-01-02,Tejas Sandhu,Gujarat,Office Supplies,Labels,Address Labels,5245.49,3,1541.99
2024-01-31,Ahana  Ramaswamy,Gujarat,Office Supplies,Labels,Shipping Labels,7188.96,2,1369.46
2023-12-26,Mehul Loke,Bihar,Office Supplies,Art,Paint Brush,4032.49,2,941.58
2024-06-22,Zoya Srinivasan,Maharashtra,Technology,Accessories,Phone Cover,10398.43,5,3104.67
2024-09-09,Tushar Sane,Bihar,Office Supplies,Binders,White Binder,13862.95,3,4046.36
2024-01-28,Anahi Sodhi,Karnataka,Furniture,Chairs,Ergo Chair,11332.94,3,1240.95
2024-05-14,Damini Lalla,Delhi,Technology,Accessories,Earbuds,7031.47,3,817.78
2024-10-05,Krish Suresh,West Bengal,Furniture,Chairs,Recliner,3657.99,1,226.93
2024-11-03,Ojas Bal,Rajasthan,Technology,Machines,Lamination Machine,17730.0,4,2443.33
2025-06-18,Umang Malhotra,Bihar,Technology,Phones,Realme GT,1961.5,2,134.22
2024-07-28,Riya Vaidya,Gujarat,Furniture,Bookcases,Wooden Bookcase,14303.93,3,980.54
2025-02-05,Raunak Barman,Delhi,Furniture,Furnishings,Curtains,23604.02,5,6951.63
2025-05-27,Purab Kar,Maharashtra,Technology,Laptops,Lenovo ThinkPad,18894.89,4,1724.15
2025-05-31,Adira Bath,Delhi,Technology,Accessories,Phone Cover,3559.93,3,347.08
2024-03-21,Alisha Wagle,Madhya Pradesh,Office Supplies,Storage,Storage Box,10112.61,3,1257.5
2024-04-26,Zeeshan Bala,Bihar,Furniture,Chairs,Ergo Chair,21156.51,5,1870.18
2023-08-26,Miraan Hans,Delhi,Technology,Phones,Realme GT,12464.12,3,2571.01
2024-02-26,Mamooty Atwal,Maharashtra,Technology,Accessories,Phone Cover,2039.99,2,250.82
2024-03-10,Riya Sachar,West Bengal,Furniture,Furnishings,Curtains,9842.13,4,2693.98
2024-02-01,Hiran Bahl,Karnataka,Technology,Phones,Realme GT,13351.09,3,1900.53
2023-10-09,Rasha Thakur,Uttar Pradesh,Technology,Phones,OnePlus Nord,5857.3,4,1518.62
2023-06-28,Alia Randhawa,Delhi,Office Supplies,Binders,White Binder,3407.08,1,858.74
2023-12-08,Advik Dave,Madhya Pradesh,Technology,Laptops,Dell Inspiron,4235.83,1,1078.45
2024-10-08,Ira Seth,Bihar,Technology,Laptops,Lenovo ThinkPad,4972.12,2,346.75
2024-02-02,Faiyaz Soni,Delhi,Office Supplies,Binders,White Binder,4119.28,4,1219.69
2023-07-31,Romil Bhat,Maharashtra,Furniture,Tables,Study Table,2304.68,4,508.83
2025-03-01,Aaina Reddy,West Bengal,Furniture,Tables,Adjustable Table,13715.58,3,3820.39
